timestamp,pump_id,well_id,stage,engine_load_pct,engine_temp_f,vibration_g,fuel_rate_gal_hr,maintenance_flag
2026-01-15 07:13:00,P-01,W-101,1,77.5,226.5,0.536,29.67,0
2026-01-15 07:13:00,P-02,W-101,1,72.3,219.8,0.479,31.41,0
2026-01-15 07:13:00,P-03,W-101,1,78.9,191.7,0.494,31.9,0
2026-01-15 07:13:00,P-04,W-101,1,71.5,207.8,0.352,32.42,0
2026-01-15 07:14:00,P-01,W-101,1,69.8,200.7,0.307,31.43,0
2026-01-15 07:14:00,P-02,W-101,1,84.8,194.1,0.39,33.59,0
2026-01-15 07:14:00,P-03,W-101,1,84.8,182.9,0.391,32.72,0
2026-01-15 07:14:00,P-04,W-101,1,66.6,187.2,0.239,30.7,0
2026-01-15 07:15:00,P-01,W-101,1,75.7,178.2,0.559,33.64,0
2026-01-15 07:15:00,P-02,W-101,1,66.9,211.0,0.362,30.27,0
2026-01-15 07:15:00,P-03,W-101,1,66.3,223.5,0.381,30.08,0
2026-01-15 07:15:00,P-04,W-101,1,67.5,219.5,0.561,32.1,0
2026-01-15 07:16:00,P-01,W-101,1,81.7,192.2,0.533,32.69,0
2026-01-15 07:16:00,P-02,W-101,1,84.5,213.6,0.426,34.35,0
2026-01-15 07:16:00,P-03,W-101,1,79.5,166.0,0.522,31.78,0
2026-01-15 07:16:00,P-04,W-101,1,66.9,186.9,0.397,30.62,0
2026-01-15 07:17:00,P-01,W-101,1,61.7,198.4,0.433,31.34,0
2026-01-15 07:17:00,P-02,W-101,1,64.0,192.3,0.417,30.9,0
2026-01-15 07:17:00,P-03,W-101,1,70.2,212.0,0.266,29.13,0
2026-01-15 07:17:00,P-04,W-101,1,75.4,181.6,0.348,30.94,0
2026-01-15 07:18:00,P-01,W-101,1,78.0,176.3,0.466,33.28,0
2026-01-15 07:18:00,P-02,W-101,1,70.3,193.2,0.453,30.42,0
2026-01-15 07:18:00,P-03,W-101,1,82.9,186.6,0.468,33.18,0
2026-01-15 07:18:00,P-04,W-101,1,68.8,162.9,0.402,31.46,0
2026-01-15 07:19:00,P-01,W-101,1,78.1,203.3,0.364,32.53,0
2026-01-15 07:19:00,P-02,W-101,1,67.3,201.3,0.419,28.93,0
2026-01-15 07:19:00,P-03,W-101,1,64.7,200.9,0.381,28.64,0
2026-01-15 07:19:00,P-04,W-101,1,64.5,193.0,0.523,28.97,0
2026-01-15 07:20:00,P-01,W-101,1,69.7,198.8,0.328,28.43,0
2026-01-15 07:20:00,P-02,W-101,1,61.6,199.1,0.393,29.93,0
2026-01-15 07:20:00,P-03,W-101,1,70.6,196.4,0.374,31.77,0
2026-01-15 07:20:00,P-04,W-101,1,62.5,182.9,0.435,27.65,0
2026-01-15 07:21:00,P-01,W-101,1,91.5,202.4,0.534,33.5,0
2026-01-15 07:21:00,P-02,W-101,1,69.6,192.4,0.375,31.3,0
2026-01-15 07:21:00,P-03,W-101,1,68.6,209.6,0.627,29.99,0
2026-01-15 07:21:00,P-04,W-101,1,73.4,202.8,0.578,31.11,0
2026-01-15 07:22:00,P-01,W-101,1,65.4,181.6,0.397,29.22,0
2026-01-15 07:22:00,P-02,W-101,1,88.1,222.1,0.41,33.0,0
2026-01-15 07:22:00,P-03,W-101,1,72.6,214.8,0.435,30.29,0
2026-01-15 07:22:00,P-04,W-101,1,71.5,190.3,0.474,30.02,0
2026-01-15 07:23:00,P-01,W-101,1,66.4,210.9,0.344,28.22,0
2026-01-15 07:23:00,P-02,W-101,1,71.3,193.5,0.466,31.21,0
2026-01-15 07:23:00,P-03,W-101,1,70.3,196.9,0.362,30.75,0
2026-01-15 07:23:00,P-04,W-101,1,77.6,187.3,0.45,33.21,0
2026-01-15 07:24:00,P-01,W-101,1,76.0,214.4,0.399,29.49,0
2026-01-15 07:24:00,P-02,W-101,1,73.6,202.6,0.544,32.67,0
