timestamp,well_id,stage,treating_pressure_psi,slurry_rate_bpm,proppant_conc_lbgal,planned_pressure_psi,planned_slurry_rate_bpm,pressure_deviation_psi,is_pumping,known_injected_issue
2026-01-15 06:57:00,W-101,1,8164.0,91.93,3.09,8423.7,87.9,-259.7,1,none
2026-01-15 06:58:00,W-101,1,8544.6,88.14,2.92,8423.7,87.9,120.9,1,none
2026-01-15 06:59:00,W-101,1,8251.4,91.67,3.07,8423.7,87.9,-172.3,1,none
2026-01-15 07:00:00,W-101,1,8514.1,90.73,3.29,8423.7,87.9,90.4,1,none
2026-01-15 07:01:00,W-101,1,8671.4,88.59,2.86,8423.7,87.9,247.7,1,none
2026-01-15 07:02:00,W-101,1,8463.9,83.31,2.97,8423.7,87.9,40.2,1,none
2026-01-15 07:03:00,W-101,1,8537.1,84.64,2.91,8423.7,87.9,113.4,1,none
2026-01-15 07:04:00,W-101,1,8253.4,90.3,3.28,8423.7,87.9,-170.3,1,none
2026-01-15 07:05:00,W-101,1,8402.4,82.46,2.92,8423.7,87.9,-21.3,1,none
2026-01-15 07:06:00,W-101,1,8702.8,88.31,2.86,8423.7,87.9,279.1,1,none
2026-01-15 07:07:00,W-101,1,8210.1,91.13,2.89,8423.7,87.9,-213.5,1,none
2026-01-15 07:08:00,W-101,1,8604.2,88.42,2.97,8423.7,87.9,180.5,1,none
2026-01-15 07:09:00,W-101,1,8751.7,86.01,2.85,8423.7,87.9,328.0,1,none
2026-01-15 07:10:00,W-101,1,8510.7,85.22,2.93,8423.7,87.9,87.0,1,none
2026-01-15 07:11:00,W-101,1,8103.7,90.54,3.02,8423.7,87.9,-320.0,1,none
2026-01-15 07:12:00,W-101,1,8485.8,89.44,2.97,8423.7,87.9,62.1,1,none
2026-01-15 07:13:00,W-101,1,8408.3,87.02,3.14,8423.7,87.9,-15.4,1,none
2026-01-15 07:14:00,W-101,1,8512.6,91.34,2.94,8423.7,87.9,88.9,1,none
2026-01-15 07:15:00,W-101,1,8563.5,90.66,2.96,8423.7,87.9,139.9,1,none
2026-01-15 07:16:00,W-101,1,8275.5,93.65,3.04,8423.7,87.9,-148.1,1,none
2026-01-15 07:17:00,W-101,1,8263.3,89.74,3.4,8423.7,87.9,-160.3,1,none
2026-01-15 07:18:00,W-101,1,8395.1,87.4,2.85,8423.7,87.9,-28.6,1,none
2026-01-15 07:19:00,W-101,1,8240.2,87.47,3.34,8423.7,87.9,-183.5,1,none
2026-01-15 07:20:00,W-101,1,8452.3,81.74,2.78,8423.7,87.9,28.6,1,none
2026-01-15 07:21:00,W-101,1,8402.1,88.41,3.03,8423.7,87.9,-21.6,1,none
2026-01-15 07:22:00,W-101,1,8924.0,87.88,2.93,8423.7,87.9,500.4,1,none
2026-01-15 07:23:00,W-101,1,8228.9,83.67,2.85,8423.7,87.9,-194.8,1,none
2026-01-15 07:24:00,W-101,1,8275.1,87.85,3.12,8423.7,87.9,-148.6,1,none
2026-01-15 07:25:00,W-101,1,8504.2,92.23,3.1,8423.7,87.9,80.5,1,none
2026-01-15 07:26:00,W-101,1,8589.5,85.58,2.91,8423.7,87.9,165.8,1,none
2026-01-15 07:27:00,W-101,1,8858.3,84.86,2.62,8423.7,87.9,434.6,1,none
2026-01-15 07:28:00,W-101,1,8732.0,91.47,2.92,8423.7,87.9,308.4,1,none
2026-01-15 07:29:00,W-101,1,8580.2,89.96,3.02,8423.7,87.9,156.5,1,none
2026-01-15 07:30:00,W-101,1,8479.4,97.73,2.99,8423.7,87.9,55.7,1,none
2026-01-15 07:31:00,W-101,1,8594.0,83.71,3.13,8423.7,87.9,170.4,1,none
2026-01-15 07:32:00,W-101,1,8307.7,90.24,3.34,8423.7,87.9,-116.0,1,none
2026-01-15 08:00:00,W-101,2,9055.8,79.23,2.17,8723.3,77.3,332.4,1,none
2026-01-15 08:01:00,W-101,2,8895.6,81.53,2.13,8723.3,77.3,172.3,1,none
2026-01-15 08:02:00,W-101,2,8682.4,76.8,2.48,8723.3,77.3,-40.9,1,none
2026-01-15 08:03:00,W-101,2,8876.6,76.71,2.48,8723.3,77.3,153.2,1,none
2026-01-15 08:04:00,W-101,2,8762.5,75.18,2.17,8723.3,77.3,39.1,1,none
2026-01-15 08:05:00,W-101,2,8688.2,76.31,2.6,8723.3,77.3,-35.2,1,none
2026-01-15 08:06:00,W-101,2,8420.7,80.72,2.24,8723.3,77.3,-302.6,1,none
2026-01-15 08:07:00,W-101,2,8454.5,77.51,2.3,8723.3,77.3,-268.8,1,none
2026-01-15 08:08:00,W-101,2,8230.6,74.68,2.27,8723.3,77.3,-492.7,1,none
2026-01-15 08:09:00,W-101,2,8616.4,78.09,2.38,8723.3,77.3,-106.9,1,none
2026-01-15 08:10:00,W-101,2,9156.2,80.62,2.34,8723.3,77.3,432.9,1,none
2026-01-15 08:11:00,W-101,2,8478.6,75.46,2.33,8723.3,77.3,-244.7,1,none
2026-01-15 08:12:00,W-101,2,8223.4,73.0,2.1,8723.3,77.3,-500.0,1,none
2026-01-15 08:13:00,W-101,2,8906.2,84.26,1.98,8723.3,77.3,182.9,1,none
2026-01-15 08:14:00,W-101,2,9172.4,72.84,2.49,8723.3,77.3,449.1,1,none
2026-01-15 08:15:00,W-101,2,8779.9,76.1,2.19,8723.3,77.3,56.6,1,none
2026-01-15 08:16:00,W-101,2,8778.2,78.0,2.28,8723.3,77.3,54.9,1,none
2026-01-15 08:17:00,W-101,2,8664.5,76.38,2.35,8723.3,77.3,-58.9,1,none
2026-01-15 08:18:00,W-101,2,8382.4,77.01,2.58,8723.3,77.3,-340.9,1,none
2026-01-15 08:19:00,W-101,2,8447.7,79.1,2.32,8723.3,77.3,-275.6,1,none
2026-01-15 08:20:00,W-101,2,8663.2,69.6,2.22,8723.3,77.3,-60.2,1,none
2026-01-15 08:21:00,W-101,2,8626.7,73.2,2.19,8723.3,77.3,-96.6,1,none
2026-01-15 08:22:00,W-101,2,8701.5,77.4,2.28,8723.3,77.3,-21.9,1,none
2026-01-15 08:23:00,W-101,2,8880.9,75.96,2.12,8723.3,77.3,157.6,1,none
2026-01-15 08:24:00,W-101,2,8612.8,77.67,2.29,8723.3,77.3,-110.5,1,none
2026-01-15 08:25:00,W-101,2,8884.8,77.98,2.28,8723.3,77.3,161.4,1,none
2026-01-15 08:26:00,W-101,2,8614.0,70.48,2.58,8723.3,77.3,-109.3,1,none
2026-01-15 08:27:00,W-101,2,8920.6,81.33,2.27,8723.3,77.3,197.3,1,none
2026-01-15 08:28:00,W-101,2,8739.7,75.66,1.94,8723.3,77.3,16.4,1,none
2026-01-15 08:29:00,W-101,2,8640.5,74.48,2.77,8723.3,77.3,-82.8,1,none
2026-01-15 08:30:00,W-101,2,8736.5,77.92,2.46,8723.3,77.3,13.2,1,none
2026-01-15 08:31:00,W-101,2,8667.6,77.6,2.66,8723.3,77.3,-55.8,1,none
2026-01-15 08:32:00,W-101,2,8744.8,81.08,2.08,8723.3,77.3,21.5,1,none
2026-01-15 08:33:00,W-101,2,8867.4,78.12,2.25,8723.3,77.3,144.0,1,none
2026-01-15 08:34:00,W-101,2,8706.8,80.96,2.41,8723.3,77.3,-16.6,1,none
2026-01-15 08:35:00,W-101,2,8653.1,74.25,2.38,8723.3,77.3,-70.2,1,none
2026-01-15 08:36:00,W-101,2,8509.9,77.71,2.34,8723.3,77.3,-213.5,1,none
2026-01-15 08:37:00,W-101,2,8833.4,73.69,1.89,8723.3,77.3,110.0,1,none
2026-01-15 08:38:00,W-101,2,8789.5,77.57,1.98,8723.3,77.3,66.2,1,none
2026-01-15 08:39:00,W-101,2,8498.8,76.89,2.56,8723.3,77.3,-224.6,1,none
2026-01-15 08:40:00,W-101,2,8882.1,31.32,2.59,8723.3,77.3,158.7,1,rate_drop
2026-01-15 08:41:00,W-101,2,8495.7,31.33,2.27,8723.3,77.3,-227.7,1,rate_drop
2026-01-15 08:42:00,W-101,2,8918.9,32.49,2.54,8723.3,77.3,195.6,1,rate_drop
2026-01-15 08:43:00,W-101,2,8854.0,29.43,2.1,8723.3,77.3,130.7,1,rate_drop
2026-01-15 08:44:00,W-101,2,8803.1,30.35,2.14,8723.3,77.3,79.7,1,rate_drop
2026-01-15 08:45:00,W-101,2,8651.7,31.47,2.09,8723.3,77.3,-71.6,1,rate_drop
2026-01-15 08:46:00,W-101,2,8832.7,29.99,2.13,8723.3,77.3,109.4,1,rate_drop
2026-01-15 08:47:00,W-101,2,8927.8,31.59,2.42,8723.3,77.3,204.5,1,rate_drop
2026-01-15 08:48:00,W-101,2,8835.9,77.09,2.13,8723.3,77.3,112.5,1,none
2026-01-15 08:49:00,W-101,2,8596.0,72.76,2.69,8723.3,77.3,-127.3,1,none
2026-01-15 08:50:00,W-101,2,8774.1,72.6,2.37,8723.3,77.3,50.8,1,none
2026-01-15 08:51:00,W-101,2,8938.4,68.86,2.48,8723.3,77.3,215.1,1,none
2026-01-15 08:52:00,W-101,2,9141.2,73.35,2.38,8723.3,77.3,417.8,1,none
2026-01-15 08:53:00,W-101,2,8684.3,77.3,2.51,8723.3,77.3,-39.0,1,none
2026-01-15 08:54:00,W-101,2,8886.3,77.75,2.13,8723.3,77.3,163.0,1,none
2026-01-15 08:55:00,W-101,2,8938.9,77.9,2.55,8723.3,77.3,215.6,1,none
2026-01-15 08:56:00,W-101,2,8569.0,74.76,2.31,8723.3,77.3,-154.4,1,none
2026-01-15 08:57:00,W-101,2,9061.9,77.19,2.51,8723.3,77.3,338.6,1,none
2026-01-15 08:58:00,W-101,2,8520.9,78.52,2.03,8723.3,77.3,-202.4,1,none
2026-01-15 08:59:00,W-101,2,8877.0,73.2,2.32,8723.3,77.3,153.7,1,none
2026-01-15 09:00:00,W-101,2,8781.3,77.65,2.31,8723.3,77.3,58.0,1,none
2026-01-15 09:01:00,W-101,2,8733.9,79.35,2.18,8723.3,77.3,10.6,1,none
2026-01-15 09:02:00,W-101,2,9207.2,75.68,2.34,8723.3,77.3,483.9,1,none
2026-01-15 09:03:00,W-101,2,8666.1,80.65,2.56,8723.3,77.3,-57.2,1,none
2026-01-15 09:04:00,W-101,2,8663.0,75.76,2.16,8723.3,77.3,-60.3,1,none
2026-01-15 09:05:00,W-101,2,8976.3,74.5,2.46,8723.3,77.3,253.0,1,none
2026-01-15 09:06:00,W-101,2,8868.1,79.04,2.08,8723.3,77.3,144.7,1,none
2026-01-15 09:07:00,W-101,2,8966.9,83.76,2.67,8723.3,77.3,243.6,1,none
2026-01-15 09:08:00,W-101,2,8745.5,77.53,2.43,8723.3,77.3,22.2,1,none
2026-01-15 09:09:00,W-101,2,8783.6,79.29,2.6,8723.3,77.3,60.2,1,none
2026-01-15 09:10:00,W-101,2,9084.5,75.63,2.41,8723.3,77.3,361.2,1,none
2026-01-15 09:11:00,W-101,2,8564.5,73.28,2.36,8723.3,77.3,-158.8,1,none
2026-01-15 09:12:00,W-101,2,8703.8,77.79,2.43,8723.3,77.3,-19.5,1,none
2026-01-15 09:13:00,W-101,2,8875.0,78.29,2.26,8723.3,77.3,151.7,1,none
2026-01-15 09:14:00,W-101,2,8686.1,76.11,2.0,8723.3,77.3,-37.2,1,none
2026-01-15 09:15:00,W-101,2,8615.0,79.27,2.37,8723.3,77.3,-108.3,1,none
2026-01-15 10:00:00,W-101,3,10490.0,78.12,1.45,10655.4,82.9,-165.3,1,none
2026-01-15 10:01:00,W-101,3,10726.9,77.15,1.43,10655.4,82.9,71.5,1,none
2026-01-15 10:02:00,W-101,3,10714.5,83.56,1.4,10655.4,82.9,59.1,1,none
2026-01-15 10:03:00,W-101,3,10680.7,79.55,1.54,10655.4,82.9,25.3,1,none
2026-01-15 10:04:00,W-101,3,10630.3,79.86,1.16,10655.4,82.9,-25.1,1,none
2026-01-15 10:05:00,W-101,3,10352.9,85.09,1.65,10655.4,82.9,-302.5,1,none
2026-01-15 10:06:00,W-101,3,10821.5,86.78,1.8,10655.4,82.9,166.1,1,none
2026-01-15 10:07:00,W-101,3,10726.4,80.53,1.44,10655.4,82.9,71.0,1,none
2026-01-15 10:08:00,W-101,3,10864.8,82.79,1.44,10655.4,82.9,209.4,1,none
2026-01-15 10:09:00,W-101,3,10363.0,82.7,1.52,10655.4,82.9,-292.4,1,none
2026-01-15 10:10:00,W-101,3,10751.7,82.41,1.68,10655.4,82.9,96.4,1,none
2026-01-15 10:11:00,W-101,3,10610.8,83.06,1.43,10655.4,82.9,-44.6,1,none
2026-01-15 10:12:00,W-101,3,10682.7,85.35,1.66,10655.4,82.9,27.3,1,none
2026-01-15 10:13:00,W-101,3,10613.0,80.78,1.58,10655.4,82.9,-42.4,1,none
2026-01-15 10:14:00,W-101,3,10758.7,78.05,1.92,10655.4,82.9,103.3,1,none
2026-01-15 10:15:00,W-101,3,10624.4,88.34,1.43,10655.4,82.9,-30.9,1,none
2026-01-15 10:16:00,W-101,3,10455.5,86.42,1.14,10655.4,82.9,-199.9,1,none
2026-01-15 10:17:00,W-101,3,10671.8,79.4,1.24,10655.4,82.9,16.4,1,none
2026-01-15 10:18:00,W-101,3,10614.7,83.37,1.5,10655.4,82.9,-40.7,1,none
2026-01-15 10:19:00,W-101,3,10639.5,86.17,1.68,10655.4,82.9,-15.8,1,none
2026-01-15 10:20:00,W-101,3,10049.7,85.33,1.38,10655.4,82.9,-605.7,1,none
2026-01-15 10:21:00,W-101,3,10785.1,84.41,1.45,10655.4,82.9,129.7,1,none
2026-01-15 10:22:00,W-101,3,10595.6,82.39,1.62,10655.4,82.9,-59.8,1,none
2026-01-15 10:23:00,W-101,3,10399.2,88.46,1.32,10655.4,82.9,-256.1,1,none
2026-01-15 10:24:00,W-101,3,10830.7,83.64,1.38,10655.4,82.9,175.3,1,none
2026-01-15 10:25:00,W-101,3,10776.3,81.29,1.28,10655.4,82.9,120.9,1,none
2026-01-15 10:26:00,W-101,3,10593.2,85.72,1.71,10655.4,82.9,-62.2,1,none
2026-01-15 10:27:00,W-101,3,10436.5,83.24,1.77,10655.4,82.9,-218.9,1,none
2026-01-15 10:28:00,W-101,3,10689.2,84.05,1.21,10655.4,82.9,33.8,1,none
2026-01-15 10:29:00,W-101,3,10678.8,83.58,1.47,10655.4,82.9,23.4,1,none
2026-01-15 10:30:00,W-101,3,10831.0,84.52,1.75,10655.4,82.9,175.6,1,none
2026-01-15 10:31:00,W-101,3,10571.1,79.8,1.56,10655.4,82.9,-84.3,1,none
2026-01-15 10:32:00,W-101,3,10882.4,78.29,1.41,10655.4,82.9,227.0,1,none
2026-01-15 10:33:00,W-101,3,10552.7,87.52,1.21,10655.4,82.9,-102.6,1,none
2026-01-15 10:34:00,W-101,3,10399.7,83.73,1.7,10655.4,82.9,-255.7,1,none
2026-01-15 10:35:00,W-101,3,10440.3,85.4,1.56,10655.4,82.9,-215.1,1,none
2026-01-15 10:36:00,W-101,3,10643.5,77.3,1.23,10655.4,82.9,-11.9,1,none
2026-01-15 10:37:00,W-101,3,10642.9,86.35,1.71,10655.4,82.9,-12.4,1,none
2026-01-15 10:38:00,W-101,3,10717.7,81.27,1.21,10655.4,82.9,62.3,1,none
2026-01-15 10:39:00,W-101,3,10638.2,80.35,1.45,10655.4,82.9,-17.2,1,none
2026-01-15 10:40:00,W-101,3,10841.1,82.73,1.45,10655.4,82.9,185.7,1,none
2026-01-15 10:41:00,W-101,3,10605.8,79.8,1.78,10655.4,82.9,-49.6,1,none
2026-01-15 10:42:00,W-101,3,10276.1,82.93,1.45,10655.4,82.9,-379.3,1,none
2026-01-15 10:43:00,W-101,3,10632.4,82.5,1.45,10655.4,82.9,-23.0,1,none
2026-01-15 10:44:00,W-101,3,10274.1,86.33,1.25,10655.4,82.9,-381.3,1,none
2026-01-15 10:45:00,W-101,3,10707.0,87.78,1.38,10655.4,82.9,51.6,1,none
2026-01-15 10:46:00,W-101,3,10856.3,87.67,1.35,10655.4,82.9,200.9,1,none
2026-01-15 10:47:00,W-101,3,10468.0,75.69,1.36,10655.4,82.9,-187.4,1,none
2026-01-15 10:48:00,W-101,3,10924.9,79.94,1.49,10655.4,82.9,269.5,1,none
2026-01-15 10:49:00,W-101,3,10815.5,75.65,1.06,10655.4,82.9,160.1,1,none
2026-01-15 10:50:00,W-101,3,10884.6,79.11,1.22,10655.4,82.9,229.2,1,none
2026-01-15 10:51:00,W-101,3,10691.4,80.86,1.47,10655.4,82.9,36.0,1,none
2026-01-15 10:52:00,W-101,3,10466.8,84.25,1.52,10655.4,82.9,-188.6,1,none
2026-01-15 10:53:00,W-101,3,10803.7,81.27,1.45,10655.4,82.9,148.4,1,none
2026-01-15 10:54:00,W-101,3,10536.7,81.36,1.49,10655.4,82.9,-118.7,1,none
2026-01-15 10:55:00,W-101,3,10677.8,83.52,1.42,10655.4,82.9,22.4,1,none
2026-01-15 10:56:00,W-101,3,10622.8,77.46,1.49,10655.4,82.9,-32.6,1,none
2026-01-15 10:57:00,W-101,3,10869.1,80.25,1.57,10655.4,82.9,213.7,1,none
2026-01-15 10:58:00,W-101,3,10794.2,81.32,1.57,10655.4,82.9,138.8,1,none
2026-01-15 10:59:00,W-101,3,10640.1,82.29,1.37,10655.4,82.9,-15.3,1,none
2026-01-15 11:00:00,W-101,3,10284.6,83.18,1.66,10655.4,82.9,-370.8,1,none
2026-01-15 11:01:00,W-101,3,10534.7,87.74,1.52,10655.4,82.9,-120.7,1,none
2026-01-15 11:02:00,W-101,3,10789.2,85.84,1.72,10655.4,82.9,133.8,1,none
2026-01-15 11:03:00,W-101,3,10708.6,80.47,1.75,10655.4,82.9,53.2,1,none
2026-01-15 12:00:00,W-101,4,7834.4,81.09,3.49,7849.8,81.7,-15.4,1,none
2026-01-15 12:01:00,W-101,4,7976.1,82.18,3.08,7849.8,81.7,126.3,1,none
2026-01-15 12:02:00,W-101,4,7704.5,87.2,3.29,7849.8,81.7,-145.3,1,none
2026-01-15 12:03:00,W-101,4,7935.7,83.77,3.27,7849.8,81.7,85.9,1,none
2026-01-15 12:04:00,W-101,4,7796.2,79.54,3.3,7849.8,81.7,-53.6,1,none
2026-01-15 12:05:00,W-101,4,7492.8,79.57,3.53,7849.8,81.7,-357.0,1,none
2026-01-15 12:06:00,W-101,4,8026.7,79.07,3.3,7849.8,81.7,176.9,1,none
2026-01-15 12:07:00,W-101,4,7845.0,81.03,3.27,7849.8,81.7,-4.8,1,none
2026-01-15 12:08:00,W-101,4,8092.2,79.07,3.15,7849.8,81.7,242.4,1,none
2026-01-15 12:09:00,W-101,4,7533.4,83.19,3.56,7849.8,81.7,-316.4,1,none
2026-01-15 12:10:00,W-101,4,7794.4,73.21,3.06,7849.8,81.7,-55.4,1,none
2026-01-15 12:11:00,W-101,4,7808.7,83.38,3.22,7849.8,81.7,-41.1,1,none
2026-01-15 12:12:00,W-101,4,7901.1,82.55,3.62,7849.8,81.7,51.3,1,none
2026-01-15 12:13:00,W-101,4,7598.0,85.71,3.4,7849.8,81.7,-251.8,1,none
2026-01-15 12:14:00,W-101,4,7953.2,84.48,3.31,7849.8,81.7,103.4,1,none
2026-01-15 12:15:00,W-101,4,8213.0,79.48,3.32,7849.8,81.7,363.2,1,none
2026-01-15 12:16:00,W-101,4,7940.0,84.12,3.15,7849.8,81.7,90.2,1,none
2026-01-15 12:17:00,W-101,4,7867.4,81.13,3.31,7849.8,81.7,17.6,1,none
2026-01-15 12:18:00,W-101,4,7588.1,75.48,3.26,7849.8,81.7,-261.7,1,none
2026-01-15 12:19:00,W-101,4,7702.7,82.18,3.35,7849.8,81.7,-147.1,1,none
2026-01-15 12:20:00,W-101,4,7839.2,79.67,3.05,7849.8,81.7,-10.6,1,none
2026-01-15 12:21:00,W-101,4,7749.1,81.67,3.39,7849.8,81.7,-100.7,1,none
2026-01-15 12:22:00,W-101,4,8044.8,86.96,3.5,7849.8,81.7,195.0,1,none
2026-01-15 12:23:00,W-101,4,7951.2,82.39,3.28,7849.8,81.7,101.4,1,none
2026-01-15 12:24:00,W-101,4,8361.4,78.42,3.44,7849.8,81.7,511.6,1,none
2026-01-15 12:25:00,W-101,4,7663.4,84.76,3.37,7849.8,81.7,-186.4,1,none
2026-01-15 12:26:00,W-101,4,7856.1,82.83,3.21,7849.8,81.7,6.3,1,none
2026-01-15 12:27:00,W-101,4,7586.9,78.04,3.13,7849.8,81.7,-262.9,1,none
2026-01-15 12:28:00,W-101,4,7427.5,76.53,3.15,7849.8,81.7,-422.3,1,none
2026-01-15 12:29:00,W-101,4,7987.1,78.54,3.37,7849.8,81.7,137.3,1,none
2026-01-15 12:30:00,W-101,4,7944.2,84.35,3.31,7849.8,81.7,94.4,1,none
2026-01-15 12:31:00,W-101,4,7687.4,80.71,3.55,7849.8,81.7,-162.4,1,none
2026-01-15 12:32:00,W-101,4,7867.5,81.93,3.46,7849.8,81.7,17.7,1,none
2026-01-15 12:33:00,W-101,4,7730.2,77.39,3.46,7849.8,81.7,-119.6,1,none
2026-01-15 12:34:00,W-101,4,7755.9,84.43,3.37,7849.8,81.7,-93.9,1,none
2026-01-15 12:35:00,W-101,4,7788.9,75.22,3.15,7849.8,81.7,-60.9,1,none
2026-01-15 12:36:00,W-101,4,7679.5,79.57,3.38,7849.8,81.7,-170.3,1,none
2026-01-15 12:37:00,W-101,4,7713.6,83.01,3.33,7849.8,81.7,-136.2,1,none
2026-01-15 12:38:00,W-101,4,7719.0,78.08,3.11,7849.8,81.7,-130.8,1,none
2026-01-15 12:39:00,W-101,4,7930.1,83.64,3.54,7849.8,81.7,80.3,1,none
2026-01-15 12:40:00,W-101,4,7322.7,78.89,3.52,7849.8,81.7,-527.1,1,none
2026-01-15 12:41:00,W-101,4,7806.6,77.75,3.11,7849.8,81.7,-43.2,1,none
2026-01-15 12:42:00,W-101,4,7643.1,85.79,3.2,7849.8,81.7,-206.7,1,none
2026-01-15 12:43:00,W-101,4,7650.0,82.16,3.22,7849.8,81.7,-199.8,1,none
